,price,kms_driven,owner,age,power,brand
1804,125000.0,13800.0,1,3.0,350.0,2
1805,110000.0,16000.0,1,5.0,350.0,2
1806,28000.0,23371.0,1,12.0,100.0,6
1807,61000.0,1700.0,1,4.0,150.0,7
1808,53000.0,7021.0,1,4.0,150.0,6
1809,26000.0,12000.0,1,5.0,100.0,7
1810,74000.0,4800.0,1,3.0,150.0,8
1811,42000.0,22819.0,1,3.0,125.0,5
1812,21000.0,58000.0,1,10.0,100.0,6
1813,14800.0,23000.0,1,10.0,100.0,7
1814,31500.0,28725.0,1,4.0,110.0,1
1815,80000.0,12000.0,1,3.0,200.0,6
1816,47000.0,55326.0,1,5.0,160.0,1
1817,95000.0,1408.0,1,3.0,150.0,8
1818,39000.0,2564.0,1,2.0,100.0,7
1819,39000.0,12193.0,1,2.0,100.0,7
1820,35000.0,30000.0,1,10.0,150.0,5
1821,15300.0,26000.0,1,9.0,100.0,7
1822,29000.0,18000.0,1,5.0,100.0,6
1823,37500.0,20904.0,1,6.0,100.0,6
1826,170000.0,2800.0,1,2.0,250.0,10
1827,65000.0,8000.0,1,4.0,200.0,1
1828,16600.0,35000.0,1,12.0,100.0,6
1851,13700.0,26000.0,2,13.0,100.0,6
1852,65000.0,25205.0,1,5.0,150.0,4
1853,125100.0,7000.0,1,2.0,150.0,4
1854,26000.0,24801.0,1,11.0,125.0,5
1855,59999.0,27000.0,2,5.0,220.0,7
1856,22000.0,51516.0,1,13.0,180.0,7
1857,47000.0,83000.0,1,6.0,150.0,5
1858,32000.0,23936.0,1,10.0,100.0,6
1859,140000.0,11000.0,1,6.0,390.0,10
1860,43000.0,45000.0,1,6.0,150.0,7
1861,90000.0,27500.0,1,6.0,200.0,7
1862,90000.0,24000.0,1,9.0,350.0,2
1863,65000.0,10000.0,2,3.0,160.0,1
1864,64600.0,21200.0,1,4.0,200.0,1
1865,47000.0,42000.0,2,7.0,220.0,7
1866,340000.0,2500.0,1,4.0,650.0,14
1867,790000.0,2500.0,1,3.0,900.0,3
1868,22000.0,45000.0,1,10.0,100.0,6
1869,22000.0,33000.0,2,10.0,150.0,4
1870,63700.0,18000.0,1,4.0,150.0,8
1871,28000.0,22608.0,1,11.0,100.0,6
1872,30000.0,105500.0,1,8.0,110.0,5
1873,30000.0,23199.0,1,5.0,125.0,5
1874,140000.0,800.0,1,3.0,400.0,7
1875,25000.0,40000.0,1,12.0,100.0,6
1876,48000.0,27192.0,1,5.0,150.0,7
1877,90000.0,6700.0,1,4.0,200.0,7
1878,96750.0,3084.0,1,3.0,400.0,7
1888,32000.0,19808.0,1,3.0,100.0,7
1889,31000.0,27451.0,1,5.0,150.0,7
1890,30000.0,16884.0,1,4.0,100.0,7
1891,30000.0,11131.0,1,4.0,100.0,7
1892,30000.0,23697.0,1,7.0,100.0,7
1893,38000.0,12692.0,1,2.0,100.0,7
1894,38000.0,11047.0,1,3.0,100.0,7
1895,23000.0,15000.0,1,11.0,100.0,6
1896,35000.0,29451.0,2,6.0,110.0,11
1897,40000.0,7788.0,1,3.0,100.0,6
1898,109000.0,25600.0,1,6.0,350.0,2
1899,108000.0,7299.0,1,5.0,350.0,2
1900,105000.0,12822.0,1,4.0,350.0,2
1901,90000.0,8765.0,1,8.0,500.0,2
1902,24500.0,36451.0,1,9.0,125.0,7
1903,20000.0,37473.0,1,9.0,100.0,7
1904,31500.0,22845.0,1,8.0,100.0,6
1905,66000.0,26421.0,1,3.0,180.0,1
1906,62000.0,13200.0,1,4.0,160.0,1
1907,62000.0,23226.0,1,3.0,160.0,1
1916,177300.0,19000.0,1,4.0,390.0,10
1917,159700.0,17346.0,1,4.0,500.0,2
1918,115400.0,11400.0,1,4.0,350.0,2
1919,42000.0,17028.0,1,7.0,220.0,7
1920,190000.0,3600.0,1,3.0,500.0,2
1921,39000.0,40000.0,1,8.0,180.0,1
1922,28000.0,20473.0,1,10.0,125.0,5
1923,42000.0,22000.0,1,10.0,150.0,5
1924,428600.0,9000.0,1,6.0,750.0,15
1925,30000.0,17300.0,2,8.0,150.0,5
1926,65000.0,16664.0,1,7.0,150.0,5
1927,860000.0,2100.0,1,3.0,765.0,3
1928,315000.0,7000.0,1,4.0,300.0,9
1929,68000.0,32644.0,1,3.0,160.0,1
1931,270000.0,6500.0,1,2.0,650.0,2
1932,14000.0,48000.0,1,12.0,150.0,7
1933,70000.0,8000.0,1,5.0,150.0,7
1934,128000.0,40000.0,2,6.0,350.0,2
1935,130000.0,20000.0,1,7.0,390.0,10
1936,380700.0,6000.0,1,7.0,750.0,15
1937,90000.0,11760.0,1,4.0,200.0,7
1938,60000.0,11217.0,1,9.0,150.0,4
1939,109000.0,6200.0,1,4.0,350.0,2
1940,148000.0,3000.0,1,3.0,350.0,2
1941,50000.0,3400.0,1,3.0,100.0,6
1942,102850.0,3198.0,1,5.0,500.0,2
1943,34850.0,38527.0,1,7.0,150.0,5
1944,90000.0,16000.0,1,3.0,220.0,7
1945,88000.0,6600.0,1,2.0,200.0,6
1946,220000.0,6700.0,1,4.0,390.0,10
1947,50000.0,65718.0,1,4.0,110.0,6
1948,70000.0,8418.0,1,4.0,150.0,4
1949,140000.0,3300.0,1,4.0,200.0,7
1950,35000.0,32994.0,1,10.0,220.0,7
1951,65000.0,14000.0,1,3.0,150.0,7
1952,130000.0,20000.0,1,4.0,350.0,2
1953,180500.0,5100.0,1,7.0,250.0,14
1954,18000.0,28000.0,1,9.0,125.0,5
1955,164100.0,8000.0,1,2.0,500.0,2
1956,85000.0,15929.0,1,3.0,160.0,1
1957,54000.0,5600.0,1,4.0,150.0,4
1958,28000.0,7758.0,1,5.0,100.0,7
1959,28300.0,35000.0,2,7.0,150.0,4
1960,23500.0,18000.0,1,7.0,135.0,7
1961,30000.0,13250.0,2,8.0,150.0,4
1962,94200.0,43500.0,1,13.0,500.0,2
1963,110000.0,13000.0,1,4.0,400.0,7
1964,83000.0,7400.0,1,4.0,200.0,1
1974,23300.0,12580.0,2,11.0,150.0,4
1976,250000.0,1400.0,2,27.0,350.0,2
1977,100000.0,27300.0,1,3.0,150.0,4
1979,15600.0,20000.0,1,10.0,100.0,6
1980,92000.0,12447.0,1,6.0,350.0,2
1981,70440.0,41036.0,1,6.0,500.0,2
1982,50000.0,12000.0,1,3.0,100.0,6
1983,160000.0,6218.0,1,3.0,250.0,10
1984,140000.0,15000.0,1,4.0,250.0,10
1992,108600.0,8600.0,1,4.0,150.0,4
1995,110000.0,33500.0,1,8.0,500.0,2
1999,27000.0,55000.0,1,8.0,125.0,6
2000,52000.0,1210.0,1,3.0,150.0,7
2001,26000.0,28658.0,1,7.0,100.0,6
2002,123000.0,8000.0,1,4.0,350.0,2
2003,135000.0,3300.0,1,4.0,350.0,2
2021,228800.0,8500.0,1,3.0,390.0,10
2022,100000.0,7000.0,1,5.0,350.0,2
2023,90000.0,34000.0,1,7.0,250.0,5
2025,70000.0,31000.0,1,5.0,220.0,7
2026,71299.0,32000.0,1,9.0,350.0,2
2027,98000.0,9855.0,1,5.0,350.0,2
2028,50000.0,19400.0,1,10.0,350.0,2
2029,58000.0,12728.0,1,5.0,150.0,5
2030,75000.0,22500.0,1,5.0,150.0,5
2031,65000.0,17000.0,1,4.0,200.0,1
2032,32000.0,77000.0,1,9.0,150.0,7
2033,72500.0,5000.0,1,4.0,150.0,7
2034,85000.0,5600.0,1,3.0,200.0,1
2035,46500.0,6500.0,1,5.0,160.0,5
2036,20000.0,21570.0,1,6.0,100.0,1
2037,600000.0,183.0,1,5.0,1000.0,4
2038,115000.0,9100.0,1,4.0,350.0,2
2039,102600.0,21000.0,1,5.0,500.0,2
2040,63618.0,16000.0,2,7.0,350.0,2
2041,160000.0,4200.0,1,3.0,350.0,2
2046,230000.0,10000.0,1,4.0,390.0,10
2047,136000.0,20200.0,1,5.0,350.0,2
2048,16000.0,36500.0,1,13.0,180.0,7
2049,130000.0,13000.0,1,3.0,350.0,2
2050,130000.0,50000.0,1,5.0,500.0,2
2056,215000.0,6000.0,1,4.0,390.0,10
2057,40000.0,42000.0,1,8.0,220.0,7
2058,16088.0,25000.0,1,12.0,150.0,6
2060,44400.0,21000.0,1,5.0,150.0,7
2061,56950.0,27000.0,1,4.0,150.0,4
2062,60000.0,18700.0,1,5.0,220.0,7
2063,101000.0,12800.0,1,8.0,500.0,2
2064,160000.0,13000.0,1,4.0,200.0,10
2065,21000.0,52342.0,1,13.0,125.0,7
2066,110000.0,36000.0,1,4.0,400.0,7
2067,25000.0,27116.0,1,11.0,100.0,6
2068,45000.0,9500.0,1,4.0,150.0,6
2069,70000.0,31767.0,1,4.0,220.0,7
2070,185000.0,2845.0,1,3.0,310.0,1
2071,58416.0,13982.0,1,3.0,160.0,7
2072,47000.0,49000.0,1,5.0,150.0,8
2073,25000.0,21000.0,1,5.0,100.0,7
2074,181200.0,5000.0,1,2.0,500.0,2
2077,560000.0,2592.0,1,2.0,750.0,15
2079,54800.0,75000.0,1,7.0,150.0,4
2084,20400.0,8000.0,1,14.0,223.0,6
2085,210000.0,5100.0,1,2.0,390.0,10
2086,158400.0,2100.0,1,4.0,500.0,2
2087,23000.0,38790.0,1,7.0,100.0,6
2088,23000.0,4130.0,1,5.0,100.0,6
2089,18000.0,30000.0,1,10.0,100.0,6
2090,83000.0,26000.0,1,6.0,200.0,7
2091,140000.0,16800.0,1,3.0,500.0,2
2115,49500.0,15000.0,2,5.0,220.0,7
2116,38000.0,14000.0,1,4.0,110.0,6
2117,115000.0,18000.0,1,6.0,350.0,2
2118,120000.0,12000.0,1,6.0,200.0,10
2119,95000.0,26000.0,2,9.0,350.0,2
2120,37000.0,12000.0,1,4.0,125.0,6
2122,865000.0,11000.0,1,3.0,1200.0,15
2123,145000.0,3000.0,1,3.0,350.0,2
2124,148000.0,4000.0,1,3.0,350.0,2
2125,145000.0,4900.0,1,3.0,350.0,2
2126,670000.0,1210.0,1,5.0,883.0,15
2127,453700.0,3500.0,1,8.0,883.0,15
2128,599999.0,800.0,1,5.0,883.0,15
2129,70000.0,9500.0,1,5.0,150.0,4
2130,46000.0,28700.0,2,6.0,150.0,4
2131,38000.0,13170.0,1,3.0,100.0,7
2132,45000.0,45000.0,1,6.0,150.0,8
2133,25000.0,26000.0,2,12.0,150.0,4
2134,187000.0,14800.0,1,3.0,310.0,1
2135,185000.0,14870.0,1,3.0,310.0,1
2136,35000.0,33172.0,1,8.0,100.0,6
2137,57000.0,6518.0,1,2.0,110.0,5
2138,123000.0,5319.0,1,3.0,200.0,7
2139,20400.0,26000.0,1,8.0,100.0,7
2140,23000.0,32000.0,1,8.0,100.0,7
2141,37000.0,25000.0,1,7.0,150.0,4
2142,71000.0,11000.0,2,10.0,350.0,2
2143,70000.0,7000.0,2,3.0,180.0,1
2144,32000.0,30042.0,1,10.0,180.0,7
2145,62700.0,5678.0,3,9.0,250.0,5
2146,85990.0,19000.0,4,37.0,350.0,2
2147,46000.0,39000.0,2,10.0,150.0,6
2148,135000.0,19926.0,2,7.0,500.0,2
2149,16500.0,26835.0,1,15.0,125.0,5
2150,65000.0,15000.0,1,4.0,160.0,5
2151,55555.0,9600.0,1,3.0,110.0,6
2157,1170000.0,31500.0,1,5.0,800.0,3
2158,150000.0,15000.0,1,9.0,500.0,2
2159,152200.0,7000.0,1,2.0,200.0,10
2160,124999.0,15000.0,1,5.0,410.0,2
2161,180500.0,2200.0,1,3.0,310.0,1
2162,42000.0,20675.0,1,7.0,125.0,5
2164,939200.0,5700.0,1,3.0,883.0,15
2167,19000.0,33018.0,1,9.0,100.0,6
2168,96100.0,9800.0,1,6.0,350.0,2
2169,40000.0,31003.0,1,7.0,150.0,4
2170,120000.0,15000.0,1,5.0,350.0,2
2171,46300.0,32000.0,2,6.0,200.0,7
2172,799999.0,16000.0,1,11.0,1000.0,5
2173,39000.0,8491.0,1,2.0,100.0,7
2174,73200.0,25000.0,1,2.0,125.0,5
2177,39000.0,49073.0,1,5.0,180.0,7
2178,65000.0,2164.0,1,4.0,220.0,7
2179,31000.0,12315.0,1,5.0,150.0,7
2180,98600.0,15500.0,1,6.0,200.0,10
2181,20000.0,37734.0,1,10.0,100.0,7
2182,46500.0,30600.0,2,9.0,150.0,4
2183,27000.0,15200.0,1,6.0,110.0,11
2184,135000.0,7840.0,1,3.0,250.0,10
2185,43500.0,18346.0,1,2.0,110.0,7
2186,75000.0,25754.0,1,7.0,390.0,10
2188,90000.0,30000.0,1,7.0,390.0,10
2189,35000.0,53000.0,1,4.0,100.0,6
2190,67000.0,45000.0,1,10.0,350.0,2
2192,710000.0,14500.0,1,3.0,900.0,12
2197,55000.0,29000.0,1,7.0,220.0,7
2198,100000.0,6500.0,1,5.0,150.0,5
2199,32702.0,12356.0,1,4.0,125.0,5
2200,23000.0,11565.0,1,9.0,223.0,6
2201,60000.0,15000.0,1,6.0,220.0,7
2202,450000.0,13000.0,1,5.0,600.0,9
2203,92500.0,21407.0,2,5.0,410.0,2
2204,30000.0,54500.0,1,9.0,160.0,1
2205,10000.0,61145.0,2,10.0,100.0,6
2206,99000.0,17750.0,1,6.0,535.0,2
2207,61000.0,12050.0,1,5.0,160.0,5
2208,120000.0,32000.0,1,5.0,350.0,2
2209,30000.0,38385.0,1,11.0,125.0,6
2210,73000.0,7000.0,1,9.0,200.0,10
2212,34000.0,20812.0,1,5.0,110.0,5
2213,23000.0,50000.0,1,11.0,100.0,6
2214,80000.0,4500.0,1,3.0,160.0,5
2215,15000.0,90000.0,1,16.0,100.0,6
2216,30000.0,44000.0,1,7.0,100.0,6
2217,70500.0,15600.0,1,4.0,150.0,7
2218,15000.0,10000.0,1,16.0,100.0,6
2219,120000.0,15000.0,1,4.0,200.0,10
2220,89000.0,600.0,1,3.0,200.0,7
2221,15000.0,34710.0,3,14.0,150.0,7
2222,160000.0,13400.0,1,4.0,390.0,10
2223,95000.0,8200.0,2,6.0,200.0,10
2224,14000.0,79305.0,1,11.0,150.0,6
2225,125000.0,10312.0,1,4.0,410.0,2
2226,58742.0,11068.0,1,3.0,200.0,1
2227,102500.0,16771.0,1,6.0,350.0,2
2228,280000.0,5000.0,1,2.0,650.0,2
2229,230000.0,7800.0,1,8.0,650.0,14
2230,82000.0,3500.0,1,4.0,160.0,7
2231,46000.0,7840.0,1,5.0,150.0,7
2232,90600.0,8970.0,1,4.0,250.0,5
2233,81100.0,21000.0,1,7.0,350.0,2
2234,30000.0,19976.0,1,11.0,100.0,6
2235,29500.0,25000.0,1,7.0,100.0,7
2236,185000.0,17000.0,1,3.0,310.0,1
2243,34500.0,25341.0,1,8.0,135.0,7
2244,550000.0,25536.0,1,7.0,865.0,3
2247,62000.0,17100.0,1,4.0,160.0,5
2253,90950.0,26100.0,1,7.0,500.0,2
2254,70000.0,26000.0,1,8.0,150.0,5
2255,115000.0,14900.0,1,5.0,500.0,2
2256,36500.0,10658.0,1,5.0,100.0,6
2258,42000.0,9396.0,1,3.0,125.0,5
2259,120000.0,20000.0,1,5.0,410.0,2
2260,32000.0,20925.0,1,9.0,100.0,6
2261,24000.0,23244.0,1,5.0,110.0,1
2262,25000.0,46411.0,1,6.0,125.0,6
2263,499000.0,8000.0,1,2.0,650.0,12
2264,600000.0,152.0,1,5.0,1000.0,4
2265,85000.0,300.0,3,24.0,135.0,4
2266,250000.0,12000.0,1,4.0,302.0,9
2267,500000.0,182.0,1,3.0,900.0,12
2268,35999.0,16000.0,1,5.0,180.0,1
2269,130000.0,15000.0,1,4.0,400.0,7
2270,25000.0,15000.0,1,5.0,100.0,6
2271,54000.0,7658.0,1,4.0,125.0,5
2272,395000.0,2500.0,2,4.0,750.0,15
2273,35000.0,14400.0,1,8.0,160.0,1
2274,82800.0,6500.0,1,3.0,150.0,4
2275,28500.0,26452.0,1,10.0,220.0,7
2276,151300.0,14000.0,1,2.0,350.0,2
2277,131000.0,8700.0,1,4.0,410.0,2
2278,40000.0,50000.0,1,12.0,150.0,4
2279,126000.0,22000.0,1,3.0,300.0,11
2280,100000.0,33500.0,1,5.0,350.0,2
2281,120000.0,22000.0,1,5.0,350.0,2
2282,20300.0,28000.0,2,6.0,125.0,7
2283,156000.0,6517.0,1,2.0,350.0,2
2284,800000.0,300.0,1,6.0,1000.0,5
2285,28000.0,61000.0,2,13.0,150.0,6
2286,500000.0,8000.0,2,14.0,600.0,5
2287,29156.0,20127.0,1,4.0,150.0,7
2288,1220000.0,4400.0,2,5.0,959.0,13
2289,56000.0,42500.0,1,6.0,220.0,7
2290,68000.0,17000.0,1,5.0,150.0,4
2291,625000.0,3000.0,1,4.0,797.0,13
2292,680000.0,16000.0,1,10.0,1200.0,13
2293,24000.0,15500.0,1,11.0,100.0,6
2294,700000.0,183.0,1,3.0,1000.0,8
2295,180800.0,32000.0,1,4.0,390.0,10
2296,30000.0,24936.0,1,10.0,125.0,5
2297,28000.0,6231.0,1,11.0,125.0,5
2298,20100.0,66000.0,1,12.0,100.0,6
2299,10000.0,646000.0,1,24.0,100.0,6
2300,950000.0,312.0,1,8.0,1300.0,8
2301,1250000.0,3800.0,1,7.0,1300.0,8
2302,19542.0,56592.0,1,9.0,160.0,1
2303,22800.0,19800.0,1,8.0,110.0,5
2304,101100.0,14000.0,1,6.0,350.0,2
2305,32000.0,19000.0,1,4.0,110.0,6
2306,30000.0,26000.0,1,4.0,100.0,6
2307,27500.0,76000.0,1,10.0,150.0,4
2308,35000.0,9000.0,2,6.0,160.0,5
2309,125000.0,1500.0,1,2.0,150.0,4
2310,66200.0,3400.0,1,10.0,500.0,2
2311,50900.0,38800.0,1,5.0,220.0,7
2312,335000.0,3700.0,1,4.0,250.0,14
2318,575000.0,6000.0,1,4.0,899.0,9
2319,135000.0,14171.0,1,3.0,350.0,2
2320,39000.0,20700.0,1,5.0,100.0,6
2321,33000.0,22518.0,1,5.0,100.0,6
2324,47500.0,38311.0,2,4.0,180.0,1
2325,92000.0,4500.0,1,2.0,200.0,1
2326,84300.0,15000.0,1,8.0,200.0,10
2327,85000.0,10000.0,1,6.0,350.0,2
2328,120000.0,15000.0,1,5.0,410.0,2
2329,53900.0,25000.0,1,5.0,220.0,7
2330,18000.0,28000.0,2,12.0,150.0,4
2331,94836.0,8000.0,1,5.0,535.0,2
2332,265000.0,8500.0,1,2.0,650.0,2
2333,70000.0,17000.0,1,5.0,220.0,7
2334,380000.0,30000.0,1,9.0,796.0,13
2336,69000.0,62000.0,1,9.0,150.0,5
2337,24000.0,14000.0,1,11.0,150.0,4
2344,68000.0,14497.0,1,5.0,200.0,1
2345,145000.0,12000.0,1,3.0,350.0,2
2346,24000.0,25683.0,1,9.0,100.0,6
2347,21000.0,22000.0,1,11.0,110.0,5
2348,36000.0,17225.0,1,4.0,100.0,6
2349,48000.0,7119.0,1,2.0,110.0,5
2350,92000.0,17400.0,1,9.0,350.0,2
2351,98000.0,19033.0,1,5.0,350.0,2
2352,19500.0,45000.0,1,11.0,100.0,6
2353,17000.0,45000.0,1,9.0,100.0,7
2354,50000.0,28000.0,1,7.0,150.0,4
2355,20000.0,36000.0,1,10.0,150.0,7
2356,205000.0,14000.0,1,3.0,310.0,1
2357,95000.0,23000.0,1,7.0,350.0,2
2358,55000.0,32011.0,1,11.0,150.0,4
2359,86000.0,6000.0,1,3.0,180.0,1
2360,54000.0,6000.0,1,2.0,110.0,1
2361,132000.0,9648.0,1,4.0,350.0,2
2362,62000.0,16128.0,1,4.0,150.0,7
2363,55000.0,13157.0,3,5.0,220.0,7
2364,35000.0,19411.0,1,9.0,160.0,1
2371,45000.0,40000.0,2,20.0,350.0,2
2372,23500.0,8000.0,1,9.0,150.0,4
2389,41000.0,20000.0,1,6.0,220.0,7
2390,30000.0,28524.0,3,8.0,150.0,5
2391,72000.0,13000.0,1,3.0,180.0,7
2392,50000.0,37246.0,1,6.0,150.0,4
2397,107300.0,2500.0,1,5.0,200.0,7
2399,28000.0,20108.0,1,10.0,100.0,6
2400,25000.0,22728.0,1,11.0,125.0,6
2403,540000.0,27000.0,1,4.0,883.0,15
2404,120000.0,10536.0,2,4.0,250.0,10
2405,160000.0,2412.0,1,4.0,400.0,7
2406,65000.0,2750.0,1,2.0,125.0,5
2407,145000.0,10800.0,2,6.0,250.0,12
2408,180000.0,180.0,1,4.0,300.0,12
2409,33000.0,25000.0,1,5.0,125.0,5
2410,106100.0,11000.0,1,6.0,200.0,7
2411,35000.0,43000.0,1,9.0,220.0,7
2412,175000.0,7000.0,1,4.0,500.0,2
2413,165073.0,18000.0,1,5.0,500.0,2
2414,13700.0,75000.0,1,16.0,150.0,5
2415,85000.0,11496.0,1,2.0,160.0,1
2416,54000.0,5000.0,1,5.0,220.0,7
2417,70000.0,9799.0,1,4.0,220.0,7
2418,25000.0,48785.0,1,14.0,180.0,7
2419,9000.0,42945.0,1,15.0,100.0,7
2420,56000.0,32987.0,1,4.0,150.0,7
2421,13000.0,45466.0,2,14.0,125.0,6
2422,80000.0,45380.0,1,6.0,200.0,7
2423,82000.0,30000.0,2,12.0,350.0,2
2424,190000.0,4800.0,1,4.0,500.0,2
2425,60000.0,3500.0,1,6.0,220.0,7
2426,118000.0,13500.0,1,5.0,350.0,2
2427,32500.0,16000.0,1,6.0,125.0,7
2428,60600.0,7200.0,1,6.0,220.0,7
2429,112400.0,12000.0,1,6.0,200.0,7
2430,99999.0,20500.0,1,6.0,200.0,7
2431,141500.0,4200.0,1,5.0,500.0,2
2432,140000.0,8300.0,1,4.0,350.0,2
2433,50000.0,14892.0,1,4.0,100.0,6
2434,75000.0,10000.0,1,5.0,220.0,7
2435,50000.0,15000.0,1,5.0,150.0,7
2436,69000.0,41000.0,1,8.0,150.0,5
2437,33400.0,18300.0,1,6.0,150.0,7
2438,34400.0,36000.0,1,6.0,125.0,5
2439,124000.0,4600.0,1,7.0,500.0,2
2440,104000.0,29100.0,1,7.0,350.0,2
2441,47000.0,10000.0,1,5.0,110.0,6
2442,39000.0,36850.0,1,8.0,110.0,6
2443,100000.0,46000.0,1,7.0,350.0,2
2444,38000.0,28000.0,1,9.0,150.0,7
2445,80000.0,2400.0,1,4.0,150.0,7
2446,32000.0,35000.0,1,7.0,125.0,5
2447,65000.0,15000.0,1,5.0,180.0,1
2448,73500.0,62000.0,1,9.0,350.0,2
2449,43100.0,20000.0,1,7.0,150.0,4
2450,106700.0,14500.0,1,7.0,350.0,2
2451,105800.0,27000.0,1,6.0,350.0,2
2452,35000.0,23430.0,1,7.0,100.0,6
2453,125000.0,27000.0,1,7.0,500.0,2
2454,65000.0,26000.0,1,7.0,150.0,7
2455,120000.0,18300.0,1,7.0,350.0,2
2456,90000.0,610.0,1,3.0,150.0,8
2457,107300.0,16000.0,1,9.0,500.0,2
2458,57000.0,7000.0,1,4.0,125.0,6
2459,19900.0,28300.0,1,15.0,223.0,6
2460,140000.0,640.0,1,4.0,200.0,7
2461,58000.0,20222.0,1,5.0,150.0,7
2462,21000.0,54105.0,1,9.0,110.0,5
2463,125000.0,10300.0,1,4.0,350.0,2
2464,55000.0,89000.0,1,5.0,160.0,5
2465,140000.0,10000.0,1,3.0,500.0,2
2466,101700.0,20600.0,1,6.0,350.0,2
2467,90000.0,5000.0,1,4.0,200.0,1
2468,40000.0,14526.0,1,10.0,150.0,4
2469,50000.0,39037.0,1,5.0,150.0,7
2470,110000.0,11149.0,1,3.0,250.0,4
2471,110000.0,17200.0,1,6.0,350.0,2
2472,32500.0,42500.0,1,12.0,150.0,4
2473,110000.0,22400.0,1,6.0,350.0,2
2474,35000.0,11000.0,1,4.0,150.0,7
2475,46400.0,9500.0,1,3.0,125.0,7
2476,84200.0,21000.0,1,7.0,350.0,2
2477,150000.0,35595.0,1,3.0,500.0,2
2478,18800.0,46000.0,1,12.0,135.0,7
2479,47167.0,4664.0,1,2.0,100.0,6
2480,120000.0,10500.0,1,6.0,200.0,10
2481,110000.0,14000.0,1,5.0,350.0,2
2482,87000.0,15334.0,1,6.0,200.0,7
2483,31100.0,11500.0,2,9.0,220.0,7
2484,40000.0,7500.0,1,5.0,110.0,1
2485,40000.0,26500.0,1,9.0,150.0,4
2486,132100.0,29000.0,1,5.0,500.0,2
2487,200000.0,3594.0,1,3.0,310.0,1
2488,190000.0,4136.0,1,3.0,310.0,1
2489,110000.0,25000.0,1,4.0,400.0,7
2490,35000.0,22000.0,1,8.0,150.0,4
2491,40000.0,5080.0,1,4.0,110.0,5
2492,80000.0,16296.0,1,5.0,220.0,7
2493,27800.0,35552.0,1,4.0,110.0,1
2494,39900.0,15000.0,1,3.0,100.0,1
2495,55500.0,17729.0,1,4.0,125.0,6
2496,90000.0,14000.0,1,7.0,250.0,5
2497,65000.0,2780.0,1,2.0,110.0,5
2498,55000.0,25000.0,3,8.0,150.0,5
2499,125000.0,21057.0,2,5.0,500.0,2
2500,38000.0,14000.0,1,8.0,150.0,5
2501,20000.0,41781.0,1,9.0,100.0,7
2502,59000.0,18083.0,1,5.0,220.0,7
2503,15000.0,78000.0,1,13.0,100.0,6
2504,38700.0,35500.0,1,7.0,150.0,8
2505,105000.0,9000.0,1,4.0,150.0,4
2506,42400.0,17000.0,1,5.0,125.0,5
2507,37000.0,53500.0,1,8.0,150.0,4
2508,35000.0,15200.0,1,10.0,220.0,7
2509,20000.0,49500.0,1,8.0,125.0,7
2510,21200.0,25000.0,1,10.0,150.0,4
2511,25000.0,32000.0,1,7.0,100.0,7
2512,65000.0,22000.0,1,8.0,150.0,4
2513,24000.0,16000.0,1,8.0,125.0,5
2514,52000.0,6000.0,1,5.0,150.0,6
2515,38000.0,36000.0,1,5.0,110.0,1
2516,160000.0,7965.0,1,6.0,390.0,10
2517,95000.0,16250.0,1,7.0,350.0,2
2518,32500.0,12045.0,1,5.0,100.0,6
2519,109400.0,22550.0,1,6.0,350.0,2
2520,100000.0,22000.0,1,7.0,500.0,2
2521,34000.0,39000.0,1,9.0,150.0,4
2522,260000.0,1500.0,1,2.0,390.0,10
2523,103700.0,26125.0,1,6.0,350.0,2
2524,90000.0,24072.0,1,5.0,200.0,10
2525,30000.0,13452.0,1,8.0,100.0,6
2526,550000.0,11455.0,1,6.0,883.0,15
2527,30000.0,49000.0,1,11.0,150.0,5
2528,115000.0,7247.0,2,6.0,535.0,2
2529,51000.0,24000.0,1,4.0,150.0,4
2530,80000.0,11004.0,1,7.0,250.0,5
2531,105000.0,26000.0,1,5.0,350.0,2
2532,138000.0,6500.0,1,3.0,350.0,2
2533,136424.0,16000.0,1,3.0,350.0,2
2534,172000.0,50926.0,1,6.0,390.0,10
2535,107000.0,9100.0,1,5.0,200.0,7
2536,110000.0,24500.0,1,5.0,500.0,2
2537,115000.0,21651.0,1,9.0,500.0,2
2538,32000.0,35984.0,1,8.0,100.0,6
2539,140000.0,23444.0,1,4.0,500.0,2
2540,81865.0,36000.0,1,15.0,350.0,2
2541,135000.0,28969.0,1,5.0,500.0,2
2542,50000.0,9718.0,1,5.0,150.0,7
2543,26800.0,37248.0,1,11.0,220.0,7
2544,153400.0,8600.0,1,5.0,500.0,2
2545,220500.0,10000.0,1,4.0,300.0,9
2546,60000.0,30591.0,2,8.0,350.0,2
2547,18500.0,30000.0,1,9.0,100.0,6
2548,50000.0,32276.0,2,5.0,220.0,7
2549,35000.0,60000.0,1,7.0,220.0,7
2550,130000.0,11191.0,1,4.0,500.0,2
2551,36000.0,9177.0,1,5.0,150.0,7
2552,75000.0,18096.0,1,5.0,220.0,7
2553,17000.0,47204.0,1,13.0,135.0,7
2554,123800.0,2600.0,1,4.0,350.0,2
2555,99650.0,27235.0,1,4.0,350.0,2
2556,94000.0,13779.0,1,6.0,500.0,2
2557,70000.0,16575.0,1,4.0,160.0,1
2558,62000.0,17547.0,1,4.0,220.0,7
2559,22000.0,58706.0,1,8.0,180.0,7
2560,105000.0,1800.0,1,2.0,150.0,4
